Product,Ratings,Review,Price,M.R.P,Discount,Description
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB...,4.4,37 Ratings & 3 Reviews,"₹66,990","₹73,990",9% off,"Intel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
DELL Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G...,4.1,159 Ratings & 9 Reviews,"₹89,500","₹1,04,052",13% off,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Snapdragon X - (16 ...",3.8,30 Ratings & 2 Reviews,"₹81,990","₹1,22,990",33% off,"Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Busines...,4.1,150 Ratings & 11 Reviews,"₹49,990",N/A,N/A,AMD Ryzen 3 Dual Core Processor (3rd Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayNA1 Year Onsite Warranty
HP Omnibook 5 2K OLED Snapdragon X - (16 GB/1 TB SSD/Windows 11 Home) Omnibook 5 14-he0015QU Thin and ...,4.4,21 Ratings & 3 Reviews,"₹77,990","₹1,53,455",49% off,Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Service
ASUS Chromebook CX14 Intel Celeron Dual Core N50 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CTA-S6062...,3.8,349 Ratings & 35 Reviews,"₹16,990","₹22,990",26% off,Intel Celeron Dual Core Processor4 GB LPDDR5 RAMChrome Operating System35.56 cm (14 inch) DisplayMyASUS1 Year Onsite Warranty
MOTOROLA Motobook 60 Pro Full Metal AI PC 2.8K OLED Intel Core Ultra 5 225H - (16 GB/512 GB SSD/Window...,4.4,"1,113 Ratings & 152 Reviews","₹71,990","₹1,04,990",31% off,The BIS model moto book 60 14IAH10 refers to moto book 60 proIntel Core Ultra 5 Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Onsite Warranty
MSI Titan GT77 Intel Core i9 13th Gen 13980HX - (64 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...,N/A,N/A,"₹5,48,990",N/A,N/A,Intel Core i9 Processor (13th Gen)64 GB DDR5 RAMWindows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display2 Year Onsite Warranty
Lenovo LOQ Essential Intel Core i7 12650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.3,367 Ratings & 20 Reviews,"₹1,09,990","₹1,19,990",8% off,Intel Core i7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty
Lenovo LQQ Essential AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,4.4,20 Ratings & 2 Reviews,"₹1,32,990","₹1,36,490",2% off,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home 20241 Year Onsite Service
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windo...,4.3,"1,296 Ratings & 83 Reviews","₹42,990","₹50,990",15% off,Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty
HP Victus(i5 14th Gen) Intel Core 5 210H - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.8,5 Ratings & 0 Reviews,"₹79,990","₹1,47,674",45% off,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Service
HP 15 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,4.2,"1,651 Ratings & 84 Reviews","₹59,990","₹65,387",8% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,4,420 Ratings & 26 Reviews,"₹34,899","₹59,390",41% off,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty
Samsung Galaxy Book6 Intel Core Ultra 5 Series 3 325 - (16 GB/512 GB SSD/Windows 11 Home) NP740VJG Thi...,N/A,N/A,"₹1,07,990","₹1,42,790",24% off,Intel Core Ultra 5 Processor (Series 3)16 GB LPDDR5X RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,4.4,"19,456 Ratings & 1,816 Reviews","₹55,311","₹78,189",29% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,4.6,795 Ratings & 103 Reviews,"₹76,951","₹99,990",23% off,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP MS Office 2024 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) fd0466TU Thin and L...,4.3,401 Ratings & 16 Reviews,"₹65,990","₹69,539",5% off,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 Series 2 225H - (16 GB...",4.3,101 Ratings & 5 Reviews,"₹81,990","₹89,000",7% off,Intel Core Ultra 5 Processor (Series 2)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite warranty
DELL Inspiron 15 With MSO'2024 & Backlit KB Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 ...,4.2,"1,032 Ratings & 57 Reviews","₹78,990","₹92,863",14% off,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5430 Thin and ...,4,228 Ratings & 24 Reviews,"₹64,990","₹68,089",4% off,Intel Core i5 Processor (13th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayWin 11 + Office H&S 20211 Year Onsite Hardware Service
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Snapdragon X - (16 GB/512 GB SSD/Wind...,4.4,"3,268 Ratings & 336 Reviews","₹67,320","₹92,390",27% off,Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 14-ep1152TU Thin and Light Lapt...,4.1,652 Ratings & 55 Reviews,"₹83,990","₹1,33,748",37% off,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
MSI Katana A15 AMD Ryzen 7 Octa Core 8840H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,N/A,N/A,"₹99,990","₹1,20,990",17% off,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
